sentId,sentence
ergot_1_4,I also have a nasal spray that I can take up too eight times a month in between shots.
ergot_1_5,The only time they don't work well is if we have a rainy period right after I take them.
ergot_1_6,Rain seems to be a major trigger of my headaches.
eucalyptus_1_0,I used it on my husband for flu.I rubbed his feet and hands with it.
eucalyptus_2_0,I use SinuCare by Terry Naturals for a chronic sinus problem.
eucalyptus_3_0,would like to know the dosage needed for anti inflamatory effects.
eucalyptus_3_1,I have inflamation of the optic nerves and want to try this mineral.
eucalyptus_3_2,"Or, a request fosomething more effectie."
eucalyptus_4_0,Know a family member and her child place eucalyptus oil directly into their eyes all the time because it felt refreshing.
eucalyptus_4_1,They both are going blind from glaucoma now.
eucalyptus_4_2,"Might be a coincidence, but don't put it directly into your eyes!"
eucalyptus_5_0,Relieves some pain from shingles.
european-barberry_1_0,I mix barberry with my juice or evening tea a few times a week.
european-barberry_1_1,I usually get a good night sleep.
european-barberry_1_2,If I accidentally put too much then I am tired the next day until I take a 1-2hr power nap.
european-barberry_1_3,The extract also helps reduce stomach fat and lower blood pressure.
european-barberry_1_4,My blood pressure has been excellent and my stomach fat is slowly melting away.
european-barberry_1_5,No other changes in my life.
european-barberry_1_6,"I suggest my teenager and spouse use it, too."
european-mistletoe_2_0,"I have been taking it for two months, ever since I was diagnosed with lung cancer."
european-mistletoe_2_1,I have done no chemo or radiation.
european-mistletoe_2_2,I feel a bit nauseous and I do want to vomit.
european-mistletoe_2_3,Haven't done a CT since to see how the tumor is
eurycoma-longifolia_1_2,I've not experienced any weight loss - as has been noted in some descriptions- but that was never the main reason for my purchase anyway.
eurycoma-longifolia_2_0,I use Sumatra Pasak Bumi Tongkat Ali and it helps a lot.
eurycoma-longifolia_3_0,I have used Tongkat Ali to enhance my sexual activity and libido.
eurycoma-longifolia_3_2,The manufacturer of this product is UD Sumatra Pasak Bumi.
eurycoma-longifolia_3_3,Overall I have been very pleased with the effects of this product.
eurycoma-longifolia_3_6,After 6 weeks I stopped for 1 week and started over with my cycle again.
eurycoma-longifolia_3_8,Name of the shop where I bought the product from is thetongkatalishop.com
eurycoma-longifolia_4_0,Proper usage of proper product is extremely effective.
eurycoma-longifolia_5_0,The first brand was super good.
eurycoma-longifolia_5_1,for about 2 weeks I thought I was back to about 35 yr. old.
eurycoma-longifolia_5_3,The second brand barely did any help or improvement..
eurycoma-longifolia_5_4,I did not take the Med.
eurycoma-longifolia_5_6,forgot to take the full dose every day.
eurycoma-longifolia_5_7,following directions may have helped.
eurycoma-longifolia_5_8,"the First one I took with a ""400"" and a prescription of Predisdone.."
eurycoma-longifolia_5_9,The combo really gasve me a great boost like a teenager that only lasted about 1.1/2 weeks..
eurycoma-longifolia_5_10,"I used up one of them,  forgot which.."
eurycoma-longifolia_5_11,It was fun while it lasted..
eurycoma-longifolia_5_12,I got a lot of outside work done during this period.
evening-primrose-oil_1_0,I started taking these to ease the burning pain in my breasts from peri-menopause.
evening-primrose-oil_1_1,I have discovered that xanthelasmata is a side effect of these tablets.
evening-primrose-oil_1_2,The xanthelasmata only appeared since I began taking EP Oil.
evening-primrose-oil_2_0,"It made my skin greasy, broke me out, and made me itchy all over."
evening-primrose-oil_2_1,It even made my hair greasy.
evening-primrose-oil_2_2,That was after only about a week of use.
evening-primrose-oil_4_0,"an absolute wonder drug, in my opinion, my night sweats and hot flushes have stopped and my skin is glowing"
evening-primrose-oil_5_0,I used Evening Primrose Oil as a vaginal suppository for pain/burning in the vagina.
evening-primrose-oil_5_2,I am not really a fan of hormones.
evening-primrose-oil_5_3,"The results were immediate with the evening primrose oil, with no more burning!"
evening-primrose-oil_5_6,"The results were awesome and miraculous, since nothing has worked in the past."
evodia_1_0,I suffer from Accid Reflux and have seen many doctors had examinatios from the inside out top to bottom.
evodia_1_1,Of all the so called remidies this one works the best...
eyebright_1_0,I've used Eyebright for over 3yrs and haven't had to change my eyeglass prescription.
eyebright_1_1,"I am also giving it to my diabetic dog, to preserve his eyesight."
eyebright_1_2,"It is affordable, safe and WORKS--my eye dr. was very unhappy, when I mentioned it."
eyebright_1_3,He knows he won't be making a fortune off of me.
fadogia-agrestis_1_0,I'm on TRT and this reversed testiclar atrophy.
false-unicorn_1_0,I took this after having 4 miscarriages and reading that it was used to stop early miscarriages.
false-unicorn_1_1,After taking it I successfully carried my only child to a healthy full term.
false-unicorn_1_4,I took the tincture from Neal's Yard 10 years ago but they don't make it anymore.
false-unicorn_2_1,I have used it for years when I feel pain in my right side.
false-unicorn_2_2,It works very well for cysts.
false-unicorn_2_3,I had no other options from modern medicine besides birth control pills and surgery.
false-unicorn_2_4,This is a perfect alternative.
fennel_1_0,Fennel seed has also been known to do wonders on the breasts.
fennel_1_1,It can enlarge and make lactation start.
fennel_1_2,Eat a little bit daily for about six months and eat well you will see for yourself.
fennel_3_0,Poke  root (Phytolaca americana) is different from bitter fennel (Foeniculum vulgare) and different from sweet fennel (Foeniculum vulgare var.
fennel_3_2,"I don't know how this information got all mixed up on this page, but double check your sources."
fennel_4_1,Effective like nothing else has been.
fennel_5_0,Never had digestive problems ever....but recently started suffering from flatulence.
fennel_5_1,Could not put it down to diet so was in the dark as to the cause.
fennel_5_2,"I was desperate saw a write up about fennel, tried it and can hardly believe the change after only second day using."
fenugreek_1_0,Fenugreek worked overnight in reducing the symptoms of diabetes (oral thrush and others).
fenugreek_1_1,"After 2 months of taking 1 teaspoon every morning, my glucose level dropped drastically and so did A1C."
fenugreek_1_2,I think it is a wonder herb hub.
fenugreek_3_0,I grew up eating fenugreek leaves as we eat spinach in everyday meal.
fenugreek_3_2,My father used to grow this in his farm and sale it to local vegetable market.
fenugreek_4_1,I also have big time ringing of the ears.
fenugreek_5_1,I feel quite energetic and satisfied with this treatment home remedy.
fermented-milk_1_0,I was diagnosed with UC.
fermented-milk_1_1,I couldn't tolerate the medicine.
fermented-milk_1_3,"I started buttermilk,  diarrhea and bleeding stopped."
fermented-milk_1_4,I continue to drink 1/2 to 1 glass daily.
feverfew_1_0,"After many years of trying everything, I was recommended Feverfew."
feverfew_1_1,I've been taking it everyday for a few months and feel it has really helped reduce the frequency and severity of my migraines.
feverfew_2_0,"I've had migraines since age 12, starting at my first menstrual period."
feverfew_2_1,In April of this year I began having severe migraines just about all day everyday.
feverfew_2_2,"I have tried now Topamax,Reglan and Benedryl together, Atenalol, and Sumatriptan all with horrible side effects and they have not worked."
feverfew_2_3,"Right now I am taking a large dose of Feverfew, 3 380 MG capsules (SolaRay Brand) twice a day."
feverfew_2_4,I take it when I first wake up and then around 4:00 pm.
feverfew_2_6,The COQ10 (I did not have a migraine just head pressure) took away the pressure instantly.
feverfew_2_7,So far I have had 0 side effects to the Feverfew and it has worked better than any of the medications I have been prescribed.
feverfew_2_8,"I plan to cut down to 2 380 MG capsules a day, which is a more normal dose."
feverfew_3_0,Chronic migraines daily since end of May 3 tabs a day.
feverfew_3_1,I have noticed they are not as severe in the last 60days I just started on my 3 bottle
feverfew_4_0,"I got migraines every month for years, usually keeping me in bed away from sound and light for up to 3 days at a time."
feverfew_4_1,"Back in the late 90s, I went on a 6 month regimen of one capsule twice a day."
feverfew_4_2,"After 6 months, I stopped."
feverfew_4_3,A few months later I got another migraine and went back on feverfew for 3 more months.
feverfew_4_4,"Since 1998, when I was age 34, I have had less than 5 migraines."
feverfew_5_0,In the past I would get 3-4 migraines a wk.
feverfew_5_1,I have taken 2 380 mil a day for 30yrs and get 1 migraine a yr some yrs not at all.
fig_1_0,I grow my own fig trees and heard that the leaf is good for diabetes.
fig_1_1,I made three cups of tea over 4 days and just checked my level this morning which is normal for the first time in years.
fig_1_2,I am unable to take the normal medications to treat diabetes so this is a godsend to me.
fig_1_3,I will keep you informed.
fig_2_0,I was taking lots of medicine but still my level were very high.
fig_2_1,"i am taking 1 fig breakfast, 1 at lunch time and 1 at dinner time and results are amazing,"
fish-oil_1_0,I take Omega-3 Fish Oil for my severe joint pain and it all but disappeared.
fish-oil_1_2,I take two capsules everyday!
fish-oil_4_0,I had been taking Niacin 500 mg daily and getting minimal results.
fish-oil_4_2,My doctor is thrilled and so am I!
fish-oil_5_0,"After a few blood work tests, my primary doctor was concerned that mymy triglyceride  triglyceride level was too high."
fish-oil_5_1,My doctor recommened fish oil capsules.
fish-oil_5_2,"After 3 months, my blood test showed a 30 point drop in my triglyceride."
flaxseed_1_0,"Rather than internally taking this, I use this externally."
flaxseed_1_2,"Put in the fridge, this is only good for 7 days."
flaxseed_1_3,"All natural, non-sticky, no chemical hair gel!"
flaxseed_1_4,"I use it for my daughters who have super curly hair, for 7 years I have tried hundreds of products, and this works sooooo well."
flaxseed_1_5,Leaves their curls bouncy and soft all day long.
flaxseed_2_0,"If you have Irritable Bowel with diarrhea, be very careful using flax."
flaxseed_2_1,I find that even the tiniest amount (as in the topping on a cookie) causes abdominal pain and sends me to the toilet repeatedly.
